"","city","Date","Location","Operator","Route","Type","Aboard","Fatalities","Survived","Ratio","Ground","Summary","Year","Month","month","X","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"312","bratislava","24/11/1966","bratislava, czechoslovakia","Transportno Aviatsionno Bulgaro-Soviet Obshchestvo","Bratislava - Praha","Ilyushin IL-18B",82,82,0,1,0,"Following takeoff, the aircraft did not follow assigned route and crashed into wooded hillside. Insufficient evaluation of the weather conditions and relief of the terrain by the crew.",1966,11,"Nov",NA,"Bratislava",48.15,17.117,"Slovakia","SK","SVK","BratislavskÃ_","primary",423737,1703195001
"313","bratislava","11/02/1977","bratislava, slovakia","Ceskoslovenskí© Aerolinie","","Avia 14T",5,5,0,1,0,"The cargo plane crashed short of the runway while attempting to land. Failure to follow the prescribed flight path and decision height in marginal weather.",1977,2,"Feb",NA,"Bratislava",48.15,17.117,"Slovakia","SK","SVK","BratislavskÃ_","primary",423737,1703195001
"314","bratislava","12/12/1954","bratislava, slovakia","Ceskoslovenskí© Aerolinie","","Douglas C-47A",4,4,0,1,0,"",1954,12,"Dec",NA,"Bratislava",48.15,17.117,"Slovakia","SK","SVK","BratislavskÃ_","primary",423737,1703195001
"315","bratislava","28/07/1976","bratislava, czechoslovakia","Ceskoslovenske Aerolinie","Prague - Bratislava","Ilyushin IL-18L",79,76,3,0.96,0,"The No. 3 engine failed during the approach and the No. 4 engine was feathered by mistake. The No. 4 engine was restarted but  the aircraft lost control and crashed into Zlatí© piesky lake after a decision to go-around was made.",1976,7,"Jul",NA,"Bratislava",48.15,17.117,"Slovakia","SK","SVK","BratislavskÃ_","primary",423737,1703195001
"316","bratsk","29/02/1968","bratsk, russia","Aeroflot","Krasnoyarsk - Petropavlovsk","Ilyushin IL-18D",82,82,0,1,0,"Cruising at flight level 260, some type of emergency developed. An abrupt descent was begun and accelerated until aerodynamiforces broke apart the plane. Cause unknown.",1968,2,"Feb",NA,"Bratsk",56.157,101.615,"Russia","RU","RUS","Irkutskaya Oblastâ€™","",246348,1643485535
"317","bratsk","04/05/1972","bratsk, ussr","Aeroflot","","Yakovlev YAK-40",18,18,0,1,0,"Crashed on approach. Windshear.",1972,5,"May",NA,"Bratsk",56.157,101.615,"Russia","RU","RUS","Irkutskaya Oblastâ€™","",246348,1643485535
"318","brazil","14/10/1931","brazil","Syndicato Condor","","Dornier Wal",3,3,0,1,0,"",1931,10,"Oct",NA,"Brazil",39.5232,-87.1244,"United States","US","USA","Indiana","",8110,1840005744
"319","brazil","03/12/1928","brazil","Syndicato Condor","","Dornier Wal",14,14,0,1,0,"The seaplane took form the bay and narrowly avoided a collision with another plane and in the process veered sharply and so abruptly that one of the wings was strained beyond its elastilimits. The pilot then lost control of the aircraft and it fell, tail spinning 300 feet into the water where one of the engines exploded on impact. It sunk immediately.",1928,12,"Dec",NA,"Brazil",39.5232,-87.1244,"United States","US","USA","Indiana","",8110,1840005744
"320","brazzaville","14/04/1997","brazzaville, democratirepublicongo","TAAG Angola Airlines","Brazzaville - Luanda","Fokker F-27 Friendship 600",7,3,4,0.43,0,"The cargo plane became airborne but soon lost altitude and crashed to the ground and burst into flames.",1997,4,"Apr",NA,"Brazzaville",-4.2592,15.2847,"Congo (Brazzaville)","CG","COG","Brazzaville","primary",1355000,1178340306
"321","brazzaville","09/09/2005","brazzaville, congo","Air Kasai","Boende - Kinshasa","Antonov AN-26A",14,14,0,1,0,"While en route, a witness saw the plane lose altitude and crash to the ground and disintegrate into pieces north of Brazzaville. Weather was poor with thunderstorms and strong winds.",2005,9,"Sep",NA,"Brazzaville",-4.2592,15.2847,"Congo (Brazzaville)","CG","COG","Brazzaville","primary",1355000,1178340306
"322","bremen","28/01/1966","bremen, germany","Lufthansa","Frankfurt - Bremen","Convair CV-440-0",46,46,0,1,0,"Crashed on approach in heavy fog. The aircraft stalled while making a turn at low altitude. Instrument malfunction.",1966,1,"Jan",NA,"Bremen",53.08,8.8,"Germany","DE","DEU","Bremen","admin",724909,1276376509
"323","bremerhaven","26/12/2001","bremerhaven, germany","BAL Bremerhaven Airline","Bremerhaven - Wangerooge","Britten Norman BN-2B Trislander",9,8,1,0.89,0,"The aircraft crashed into the Weser River shortly after taking from Bremerhaven Airport. Three persons were pulled from the river, two of whom died shortly thereafter as a result of their injuries.",2001,12,"Dec",NA,"Bremerhaven",53.5504,8.58,"Germany","DE","DEU","Bremen","minor",137751,1276991229
"324","bremerton","31/10/1929","bremerton, washington","Bremerton-Seattle Air Taxi / Gorst Air Lines","Bremerton","Loening C-2C",2,2,0,1,0,"The air taxi crashed into Puget Sound as it attempted to take off.",1929,10,"Oct",NA,"Bremerton",47.5436,-122.7121,"United States","US","USA","Washington","",214549,1840018410
"325","brest","22/06/2003","brest, france","Brit Air","Nantes - Brest","Canadair CRJ-100ER",24,1,23,0.04,0,"The aircraft crashed onto a road and caught fire 1 km from Brest-Guipavas Airport in France's Brittany region, killing the pilot and injuring three others. There were thunderstorms in the area with 800 meters visibility at the time the accident took place.",2003,6,"Jun",NA,"Brest",52.1,23.7,"Belarus","BY","BLR","Brestskaya Voblastsâ€™","admin",300715,1112896927
"326","bridgeport","27/03/1958","bridgeport, texas","Military - U.S. Air Force/Military - U.S. Air Force","","Douglas C-124C / Fairchild C-119C",18,18,0,1,0,"Collided in midair while cruising at 6,000 ft. Both aircraft crashed into farmlands killing all aboard. The pilot of the 49-195A was flying at the wrong altitude.",1958,3,"Mar",NA,"Bridgeport",39.3036,-80.2476,"United States","US","USA","West Virginia","",8364,1840005766
"327","bridgeton","22/11/1994","bridgeton, missouri","Trans World Airlines / Private","","McDonnell Douglas DC-9-82 / Cessna 441",142,2,140,0.01,0,"During its takeroll, the DC-9 collided with the Cessna, which was waiting for clearance to take off.  The ground collision took place in the fog. The Cessna pilot mistakenly thought he had clearance to enter the runway. Two aboard the Cessna were killed, none were killed aboard the DC-9.",1994,11,"Nov",NA,"Bridgeton",39.4284,-75.2284,"United States","US","USA","New Jersey","",34536,1840016610
"328","bridgetown","06/10/1976","bridgetown, barbados","Cubana de Aviacion","Bridgetown - Kingston","McDonnell Douglas DC-8-43",73,73,0,1,0,"Ten minutes after taking from Barbados the aircraft reported an explosion aboard. The plane was seen below the overcast trailing smoke. The aircraft crashed into the Caribbean sea. Detonation of an explosive device in the aft of the cabin which initiated an uncontrollable fire which led to the incapacitation of the crew.",1976,10,"Oct",NA,"Bridgetown",13.102,-59.6165,"Barbados","BB","BRB","Saint Michael","primary",191152,1052274244
"329","bridgetown","08/01/1996","bridgetown, barbados","Mustique Airways","Union Island - Bridgetown","Britten-Norman BN-2A-27 Islander",10,1,9,0.1,0,"After losing an engine the plane began to lose altitude and ditched in the AtlantiOcean 30 km southwest of Bridgetown.",1996,1,"Jan",NA,"Bridgetown",13.102,-59.6165,"Barbados","BB","BRB","Saint Michael","primary",191152,1052274244
"330","brindisi","27/01/1959","brindisi, italy","Air Charter","","Avro 688",6,2,4,0.33,0,"Overran the runway while taking off, cashed and burst into flames. Windshear.",1959,1,"Jan",NA,"Brindisi",40.6403,17.93,"Italy","IT","ITA","Puglia","minor",104437,1380201254
"331","brindisi","09/07/1962","brindisi, italy","Trans Mediterranean Airways","","Douglas DC-4",6,6,0,1,0,"The cargo plane descended and crashed into the ocean attempting to take off. A loss of power on the No.1 and 2 engines following takeoff, which resulted in a gradual loss of height. The probable slow psycho-physical reaction of the crew, due to fatigue, may have prevented perception of the danger and the timely execution of maneuvers to prevent the accident, or minimize its consequences.",1962,7,"Jul",NA,"Brindisi",40.6403,17.93,"Italy","IT","ITA","Puglia","minor",104437,1380201254
"332","brno","10/09/1962","brno, czechoslovakia","Ceskoslovenske Aerolinie","Bratislava - Brno","Avia 14",34,11,23,0.32,0,"Crashed on approach.",1962,9,"Sep",NA,"Brno",49.2004,16.61,"Czechia","CZ","CZE","JihomoravskÃ_ Kraj","admin",388277,1203676514
"333","brno","13/01/1998","brno, czech republic","Aeroservice International","Gomel - Kunovice","Let 410UVP",2,2,0,1,0,"Fog and low visibility forced the plane to divert to divert to Brno. After a missed approach the aircraft crashed 3.5 km short of the runway threshold and was destroyed.",1998,1,"Jan",NA,"Brno",49.2004,16.61,"Czechia","CZ","CZE","JihomoravskÃ_ Kraj","admin",388277,1203676514
"334","brooksville","23/02/1983","brooksville, florida","Air Taxi","Tallahssee, FL - Lakeland, FL","Piper PA-32-301",2,2,0,1,0,"The aircraft disappeared after entering an area of severe turbulence. Excessive airspeed for area of turbulence. Exceeded design stress limits of aircraft.",1983,2,"Feb",NA,"Brooksville",28.5404,-82.3901,"United States","US","USA","Florida","",7999,1840014112
"335","broome","03/03/1942","broome, australia","Military - U.S. Army Air Force","","Consolidated B-24 Liberator",33,19,14,0.58,0,"",1942,3,"Mar",NA,"Broome",-17.9618,122.2308,"Australia","AU","AUS","Western Australia","",13218,1036047905
"336","brunswick","05/04/1991","brunswick, georgia","AtlantiSoutheast Airlines","Atlanta - Brunswick","Embraer 120RT- Brasilia",23,23,0,1,0,"Just after turning onto final approach, the aircraft suddenly rolled left until the wings were perpendicular to the ground and crashed in a nose down attitude 2 miles short of  the runway. Malfunction of the left engine propeller control unit which allowed the propeller blade angle to go below the flight idle position. Contributing to the accident was the deficient design of the propeller control unit by Hamilton Standard and the approval of the design by the FAA . Texas Senator John Tower, 66, his daughter and astronaut Manley 'Sonny' Carter were among those killed.",1991,4,"Apr",NA,"Brunswick",31.145,-81.474,"United States","US","USA","Georgia","",54213,1840013875
"337","brunswick","20/05/1958","brunswick, maryland","Capital Airlines / Military - Air National Guard","Pittsburgh - Baltimore","Vickers Viscount 745D / T-33A",11,11,0,1,0,"Midair collision at 8,000 ft., four miles ENE of Brunswick. Failure of the T-33A pilot to exercise a proper see and avoid procedure to avoid other traffic. One aboard the T-33 ejected safely, all aboard the Viscount were killed.",1958,5,"May",NA,"Brunswick",31.145,-81.474,"United States","US","USA","Georgia","",54213,1840013875
"338","brunswick","15/03/1973","brunswick, maine","Military - U.S. Navy","","Lockheed P-3B Orion",5,5,0,1,0,"Crashed into the sea.",1973,3,"Mar",NA,"Brunswick",31.145,-81.474,"United States","US","USA","Georgia","",54213,1840013875
"339","brussels","15/02/1961","brussels, belgium","Sabena","New York City - Brussels","Boeing B-707-320",72,72,0,1,1,"The aircraft was about to touchdown on the runway when engine power was increased and the aircraft climbed to 1,500 ft. The aircraft completed 3 left-hand circles. Its attitude increased until it nosed down and crashed. The entire eighteen member U.S. Figure Skating team killed.  Failure of the aircraft's flying controls, possibly jamming of the outboard ailerons or unwanted extension of the spoilers.",1961,2,"Feb",NA,"Brussels",50.8333,4.3333,"Belgium","BE","BEL","Brussels-Capital Region","primary",1743000,1056469830
"340","brussels","17/09/1946","brussels, belgium","Sabena","Brussels - Croydon","Douglas C-47-DL",7,1,6,0.14,0,"During its climb the plane rolled and crashed into hangers. Loss of airspeed for undetermined reasons.",1946,9,"Sep",NA,"Brussels",50.8333,4.3333,"Belgium","BE","BEL","Brussels-Capital Region","primary",1743000,1056469830
"341","bucaramanga","17/10/1965","bucaramanga, colombia","AVIANCA","Bogota - Bucaramanga","Douglas DC-3 / Piper PA-18A",19,19,0,1,0,"Midair collision between a Douglas DC-3 and Piper PA-18.  Eighteen killed on the DC-3, one on the Piper.",1965,10,"Oct",NA,"Bucaramanga",7.1301,-73.1259,"Colombia","CO","COL","Santander","admin",1009000,1170940590
"342","bucharest","09/02/1989","bucharest, romania","Tarom","Training","Tupolev 154B",5,5,0,1,0,"Crashed after experiencing engine failure on takeoff.",1989,2,"Feb",NA,"Bucharest",44.4334,26.0999,"Romania","RO","ROU","BucureÅŸti","primary",1942000,1642414442
"343","bucharest","13/08/1947","bucharest, romania","Transporturile Aeriene Romano-Sovietice","Constanta - Bucharest","Lisunov Li-2",3,3,0,1,0,"",1947,8,"Aug",NA,"Bucharest",44.4334,26.0999,"Romania","RO","ROU","BucureÅŸti","primary",1942000,1642414442
"344","bucharest","27/08/1923","bucharest, romania","Campagnie France Roumaine","","Blí©riot Spad 46",2,2,0,1,0,"",1923,8,"Aug",NA,"Bucharest",44.4334,26.0999,"Romania","RO","ROU","BucureÅŸti","primary",1942000,1642414442
"345","bucharest","22/09/1977","bucharest, romania","Malev Hungarian Airlines","Istanbul - Bucharest","Tupolev TU-134",53,29,24,0.55,0,"Crashed short of the runway. The aircraft was being flown at reduced power and went unnoticed by the crew until it struck the ground in level flight..",1977,9,"Sep",NA,"Bucharest",44.4334,26.0999,"Romania","RO","ROU","BucureÅŸti","primary",1942000,1642414442
"346","bucharest","14/09/1999","bucharest, romania","Greek Government","Athens - Bucharest","Dassault Falcon 900B",13,7,6,0.54,0,"Experienced pitch oscillations during descent and crashed while landing. Inadequate risk assessment of the pitch feel malfunctions. Overriding of the A/P on the pitch channel by the crew.",1999,9,"Sep",NA,"Bucharest",44.4334,26.0999,"Romania","RO","ROU","BucureÅŸti","primary",1942000,1642414442
"347","bucharest","19/06/1941","bucharest, romania","LARES","Bucharest , Romania- Sofia, Bulgaria","Douglas DC-3",15,15,0,1,0,"Crashed during takeoff.",1941,6,"Jun",NA,"Bucharest",44.4334,26.0999,"Romania","RO","ROU","BucureÅŸti","primary",1942000,1642414442
"348","bucharest","18/08/1938","bucharest, romania","LOT Polish Airlines","","Lockheed 14 Electra",7,7,0,1,0,"Caught fire after a ground looping.",1938,8,"Aug",NA,"Bucharest",44.4334,26.0999,"Romania","RO","ROU","BucureÅŸti","primary",1942000,1642414442
"349","buenos aires","11/01/1957","buenos aires, argentina","Fuerza Aí©rea Argentina","Buenos Aires - Mar Del Plata - Mendoza","Vickers 615 Viking 1B",33,17,16,0.52,1,"The domestiflight crashed and burned immediately after takefrom Buenos Aires after overrunning the runway. Too short a runway and excessive cross-winds for the type of aircraft.",1957,1,"Jan",NA,"Buenos Aires",-34.6025,-58.3975,"Argentina","AR","ARG","Buenos Aires, Ciudad AutÃ_noma de","primary",12795000,1032717330
