"","City","Date","Location","Operator","Route","Type","Aboard","Fatalities","Survived","Ratio","Ground","Summary","Year","Month","month","X","Latitude","Longitude"
"256","chicago","04/12/1940","chicago, illinois","United Air Lines","New York City - Chicago","Douglas DC-3A",16,10,6,0.63,0,"The aircraft crashed while attempting to land at Chicago. The failure of the pilot to exercise that degree of caution and skill required to avert a stall while approaching for a landing on the short northwest runway. A substantial contributing factor to the accident was the error in judgment of the pilot in choosing that short runway for his landing. An accumulation of ice on the wings may have increased the stalling speed of the plane.",1940,12,"Dec",NA,17.8,-88.3
"257","chicago","17/09/1961","chicago, illinois","Northwest Orient Airlines","Chicago - Tampa","Lockheed 188C  Electra",37,37,0,1,0,"Takeand Initial climb appeared to be normal, but at approximately 200 feet a shallow turn to the right continued into a gradually increasing bank of about 85 to 90 degrees. While in the turn, the crew made a short, garbled transmission indicating alarm. During the latter part of the turn a gradual descent began and, two minutes after taking off, the aircraft struck the ground. Mechanical failure in the aileron primary control system due to an improper replacement of the aileron boost assembly, resulting in a loss of lateral control of the aircraft at an altitude too low to effect recovery.",1961,9,"Sep",NA,17.8,-88.3
"258","chicago","27/12/1968","chicago, illinois","North Central Airlines","Minneapolis - Chicago - Milwaukee","Convair CV-580",45,27,18,0.6,1,"The aircraft crashed during an instrument approach after a go-around, nearly inverted, into a hangar. Spacial disorientation of the crew precipitated by refraction of the landing or approach lights during transition from flying IFR to visual reference to the ground.",1968,12,"Dec",NA,17.8,-88.3
"259","chicago","10/03/1948","chicago, illinois","Delta Air Lines","Chicago - Miami","Douglas DC-4",13,12,1,0.92,0,"During takeoff, the aircraft went into a vertical climb to an altitude of 500 - 800 feet, stalled and crashed.  Loss of longitudinal control of the airplane for reasons undetermined.",1948,3,"Mar",NA,17.8,-88.3
"260","chicago","08/12/1972","chicago, midway airport, illinois","United Air Lines","Washington - Chicago","Boeing B-737-222",61,43,18,0.7,2,"The aircraft crashed while making a nonprecision instrument approach to Runway 31L. The accident occurred in a residential area approximately 1.5 miles southeast of the approach end of Runway 31L. Upon reaching mimimum descent altitude, the pilot raised the nose of the aircraft to stop the descent. The stall warning horn sounded and continued to sound until the plane crashed 17 seconds later. The aircraft was destroyed by impact and subsequent fire. The captain's failure to exercise positive flight management during the execution of a non-precision approach, which culminated in a critical deterioration of airspeed resulting in a stall from which level flight could no longer be maintained. U.S. Representative from Illinois George Collins killed. Wife of  Watergates E. Howard Hunt, Dorothy Hunt, also killed.",1972,12,"Dec",NA,17.8,-88.3
"261","chicago","24/11/1959","chicago, illinois","Trans World Airlines","Chicago - Los Angeles","Lockheed L-1049H Super Constellation",3,3,0,1,8,"Shortly after taking the plane experienced a fire warning in the No. 2 engine, shut it down and attempted to return to Midway Airport. During the final approach the aircraft banked in excess of 45 degrees and developed an excessive sink rate. When the aircraft reached the tops of trees its wings were nearly level and its nose was raised in a climbing attitude but the descent continued and the plane crashed one quarter of a mile southeast of the airport. The accident was the consequence of manuvering the aircraft during the turn to final approach in such a manner as to cause a rate of sink from which recovery was not possible. Sometime during the turn the flaps were retracted from 60% to 24% causing a loss of lift.",1959,11,"Nov",NA,17.8,-88.3
"262","chicago","08/12/2005","chicago, illinois","Southwest Airlines","Baltimore, Maryland - Chicago, Illinois - Las Vegas, Nevada","Boeing B-737-7H4",103,0,103,0,1,"The jetliner slid Runway 13C at Chicago's Midway Airport, went through an airport boundary fence and crashed into two vehicles at a nearby intersection, killing a young 6- year-old boy. Heavy snow was falling at the time of the accident. The plane had circled the airport for 30 to 35 minutes before attempting to land. The pilots' failure to use available reverse thrust in a timely manner to safely slow or stop the airplane after landing, which resulted in a runway overrun. This failure occurred because the pilots' first experience and lack of familiarity with the airplane's autobrake system distracted them from thrust reverser usage during the challenging landing. Contributing to the accident were Southwest Airline's 1) failure to provide its pilots with clear and consistent guidance and training regarding company policies and procedures related to arrival landing distance calculations; 2) programming and design of its onboard performance computer, which did not present inherent assumptions in the program critical to pilot decision making; 3) plan to implement new autobrake procedures without a familiarization period; and 4) failure to include a margin of safety in the arrival assessment to account for operational uncertainties. Also contributing to the accident was the pilots' failure to divert to another airport given reports that included poor braking action and a tailwind component greater than 5 knots. Contributing to the severity of the accident was the absence of an engineering materials arresting system, which was needed because of the limited runway safety area beyond the departure end of runway 31C.",2005,12,"Dec",NA,17.8,-88.3
"263","chili","18/07/1968","chili","Aerolineas Flecha Austral","","Curtiss C-46D",5,5,0,1,0,"Lost at sea.",1968,7,"Jul",NA,30.199059,117.477985
"264","china","20/02/1944","china","China National Aviation Corporation","","Douglas C-47",2,2,0,1,0,"The cargo plane flew into a mountain",1944,2,"Feb",NA,32.25975,67.929512
"265","china","14/01/1945","china","China National Aviation Corporation","","Douglas C-47",6,4,2,0.67,0,"The cargo plane struck a mountain.",1945,1,"Jan",NA,32.25975,67.929512
"266","china","15/06/1945","china","China National Aviation Corporation","","Douglas C-47",3,3,0,1,0,"The aircraft crashed into a mountain in the Carstenz Range at an altitude of 14,200 ft. The wreckage was discovered in December 1970.",1945,6,"Jun",NA,32.25975,67.929512
"267","chita","29/10/1992","chita, russia","Aeroflot","Petropavlovsk - Novosobrisk","Antonov AN-8",14,13,1,0.93,0,"Crashed 1,600m short of the runway threshold while attempting to land at Chita.",1992,10,"Oct",NA,-8.30865,15.59504
"268","chita","18/05/1973","chita, siberia, russia","Aeroflot","Moscow - Chita","Tupolev TU-104A",100,100,0,1,0,"The aircraft broke up at FL 300. Detonation of a bomb in the cabin being carried by a hijacker.",1973,5,"May",NA,-8.30865,15.59504
"269","chita","15/08/1958","chita, russia","Aeroflot","","Tupolev TU-104-A",64,64,0,1,0,"The aircraft stalled after flying over a thunderstorm. The aircraft climbed in excess of its operational ceiling considering its weight.",1958,8,"Aug",NA,-8.30865,15.59504
"270","chongjin","15/04/1969","chongjin, north korea","Military - U.S. Navy","","Lockheed EC-121M",31,31,0,1,0,"The aircraft was shot down Sea of Japan by two North Korean MiG jet fighters while making a reconnaissance flight.",1969,4,"Apr",NA,21.985597,112.894306
"271","chongqing","25/01/1947","chongqing, china","China National Aviation Corporation","Canton - Chungking - Hong Kong","Douglas DC-3",19,19,0,1,0,"Crashed into mountains 120 miles south of Chunking.",1947,1,"Jan",NA,45.880291,127.133732
"272","chuka","03/11/1945","chuka, india","Military - U.S. Army Air Forces","Chabua - Karachi","Douglas C-54G",44,44,0,1,0,"Crashed into the Himalaysas and burned while en route.",1945,11,"Nov",NA,33.202105,67.696042
"273","ciudad bolivar","25/01/2001","ciudad bolivar, venezuela","Rutaca Airlines","Canaina - Ciudad Bolivar - Por La Mar","Douglas DC-3C (C47A-DL)",24,24,0,1,0,"The plane caught fire shortly after taking from Ciudad Bolivar where it had made a refueling stop. The pilot was unable to tell the tower what was wrong before rolling inverted and crashing into a neighborhood south of the city.",2001,1,"Jan",NA,5.853889,-76.025278
"274","cody","29/10/2003","cody, wyoming","FedEx","Casper - Cody","Cessna 208B Caravan I Super Cargomaster",1,1,0,1,0,"While on approach after an 18 minute holding pattern the cargo plane crashed in a snowstorm on a highway  before coming to rest in Alkali Lake located short of runway. The pilot's failure to maintain aircraft control. Contributing factors include the pilot's failure to divert to an alternate airport, an inadvertent stall, and the snow and icing conditions.",2003,10,"Oct",NA,45.866667,-65.816667
"275","colon","19/07/1994","colon, panama","Alas Chiricanas","Colon - Panama City","Embraer 110P1 Bandeirante",21,21,0,1,0,"Crashed on a wooded hillside shortly after taking from Colon after a bomb exploded aboard.",1994,7,"Jul",NA,12.1138889,-68.9402778
"276","condoto","15/09/1964","condoto, colombia","AVIANCA","Condoto - Medellin","Douglas C-47A",2,2,0,1,0,"The cargo plane touched down, bounced twice, climbed and crashed. Improperly loaded cargo.",1964,9,"Sep",NA,5.093506,-76.649728
"277","corbigny","15/01/1934","corbigny, france","Air France","Saigon - Paris","Dewoitine D-332",14,14,0,1,0,"The aircraft crashed while en route in a severe snowstorm.  Icing. The aircraft was named 'Emeraude.'",1934,1,"Jan",NA,47.256781,3.682847
"278","cordillera","17/01/1936","cordillera, boliva","Lloyd Aereo Boliviano","Cochabamba - La Paz","Junkers JU-52",13,13,0,1,0,"Crashed in the Tapacari swamps, 23 miles from Chochabanba.",1936,1,"Jan",NA,6.619627,-75.972068
"279","cordillera","08/03/1947","cordillera, colombia","VIARCO","Villavicencio - Bogota","Douglas C-47-DL",9,9,0,1,0,"Crashed in the Cordillera mountain range while en route.",1947,3,"Mar",NA,6.619627,-75.972068
"280","cordoba","19/03/1960","cordoba, colombia","SAMSA","San Andres - Medellin","Curtiss C-46",46,25,21,0.54,0,"Forced landing after engine failure. The accident was attributed to an error in judgment by the pilot in deciding to land at an airport which was closed and where no radio aid was available. Contributing factors were intermittent overspeeding of propellers, adverse weather and no communication tower.",1960,3,"Mar",NA,-31.413496,-64.181052
"281","cordoba","25/11/2000","cordoba, spain","Mayoral Executive Jet","Malaga - Cordoba","Aerospatiale SN-601 Corvette",2,1,1,0.5,0,"During the approach, the plane, on a positioning flight, hit electrilines, then the ground and finally an unoccupied building.",2000,11,"Nov",NA,-31.413496,-64.181052
"282","corrientes","04/02/1970","corrientes, argentina","Aerolineas Argentinas","Corrientes - Rosario","Hawker Siddeley HS-748 1",37,37,0,1,0,"Crashed in a storm 8 minutes after taking off. Went into a dive and crashed at a high rate of speed into the ground. Severe turbulence and adverse weather conditions.",1970,2,"Feb",NA,-27.480596,-58.834099
"283","coulommiers","30/07/1962","coulommiers, france","Air France","Training","Douglas DC-3",8,4,4,0.5,0,"Crashed during a training flight.",1962,7,"Jul",NA,47.22647,1.735998
"284","covenas","18/12/1981","covenas, colombia","ACES Colombia","","de Havilland Canada DHC-6 Twin Otter 300",13,13,0,1,0,"Struck high ground.",1981,12,"Dec",NA,8.567292,-75.691429
"285","cranbrook","11/02/1978","cranbrook, british columbia, canada","PacifiAirlines","Calgary - Cranbrook","Boeing B-737-275",49,42,7,0.86,0,"The aircraft touched down just as the crew noticed a snow plow on the runway. A go-around was initiated but the thrust reverses did not stow away properly because hydraulipower was automatically cut at lift-off.  The aircraft missed the plow, overran the runway, crashed and burned. Estimated time of arrival given by Calgary ATC in error. Crew did not report over its final approach beacon.",1978,2,"Feb",NA,-42.008056,148.076389
"286","cranbrook","22/09/1970","cranbrook, canada","Eagle Flight - Air Taxi","Portland, OR - Cranbrook, Canada","Cessna T337B",4,4,0,1,0,"Descended below minimum approach altitude for unknown reasons.",1970,9,"Sep",NA,-42.008056,148.076389
"287","cubarral","08/10/2007","cubarral, colombia","Nacional de Aviacion","Villavicencio - Uribe","Let 410 UVP-E10A",18,18,0,1,0,"Disappeared while en route.",2007,10,"Oct",NA,3.793524,-73.840634
"288","cubatao","02/08/2000","cubatao, brazil","Air taxi - Lider Air Taxi","Cubatao - Navegantes","Sikorsky S-76",6,6,0,1,0,"The helicopter exploded and crashed from a height of 1,000 ft.",2000,8,"Aug",NA,-25.826451,-48.77469
"289","dacca","05/08/1984","dacca, bangladesh","Bangladesh Biman","Chittagong-Patenga - Dhaka","Fokker F-27 Friendship 600",49,49,0,1,0,"Crashed in the water, 1,800 ft. short of the runway on a second landing attempt after a go-around on a VOR approach.",1984,8,"Aug",NA,23.7230556,90.4086111
"290","dakar","09/12/1993","dakar, senegal","Air Senegal / Gambia Airways","","DHC-6 Twin Otter 300 / NAMC YS-11",3,3,0,1,0,"Midair collision. The Twin Otter, which was descending inbound to Dakar, collided with a Gambia Airways aircraft which had just taken off. The Twin Otter crashed into the sea. Failure to maintain assigned altitude. Three killed aboard the Twin Otter. The YS-11 was able to land safely.",1993,12,"Dec",NA,-4.2008333,13.3133333
"291","dakar","13/04/1947","dakar, senegal","British South American Airways","Lisbon - Dakar","Avro 685 York I",15,6,9,0.4,0,"The plane crashed while making a third landing attempt. Unwise decision to try a third landing attempt. No approach lights. No radio facilities.",1947,4,"Apr",NA,-4.2008333,13.3133333
